CustomerID,Gender,Age,Annual Income (k$),Spending Score (1-100)
2434,Male,54,105,23
2435,Female,69,128,65
2436,Female,41,87,97
2437,Female,42,49,52
2438,Male,24,56,61
2439,Male,59,147,26
2440,Male,34,41,15
2441,Male,46,46,22
2442,Female,47,117,89
2443,Female,24,99,65
2444,Female,50,92,26
2445,Female,24,58,21
2446,Male,41,46,24
2447,Male,28,42,16
2448,Male,26,91,32
2449,Female,29,32,16
2450,Male,52,117,77
2451,Male,21,84,42
2452,Female,53,133,32
2453,Female,45,111,50
2454,Male,30,49,41
2455,Male,40,83,24
2456,Male,36,140,13
2457,Male,59,113,75
2458,Male,54,92,79
2459,Male,56,125,10
2460,Female,41,31,42
2461,Female,33,18,41
2462,Female,50,106,3
2463,Male,29,89,55
2464,Female,51,117,16
2465,Male,24,38,44
2466,Male,28,79,81
2467,Female,48,131,89
2468,Male,46,96,30
2469,Male,30,20,99
2470,Female,48,80,37
2471,Female,19,81,60
2472,Female,56,86,77
2473,Male,32,109,24
2474,Female,28,62,26
2475,Female,51,84,58
2476,Male,56,92,9
2477,Female,21,81,61
2478,Female,28,79,19
2479,Female,46,77,28
2480,Male,19,60,7
2481,Male,33,87,45
2482,Male,56,85,86
2483,Male,30,124,94
2484,Female,54,77,63
2485,Male,34,55,37
2486,Male,38,21,16
2487,Female,61,18,100
2488,Female,36,103,5
2489,Female,24,148,29
2490,Male,55,96,52
2491,Male,25,35,23
2492,Male,30,142,6
2493,Female,54,119,36
2494,Female,19,118,57
2495,Male,58,82,33
2496,Female,28,124,49
2497,Female,41,80,41
2498,Female,23,41,80
2499,Male,43,74,55
2500,Female,24,132,98
2501,Female,56,58,26
2502,Male,36,50,37
2503,Male,23,33,77
2504,Female,60,105,17
2505,Female,46,59,96
2506,Male,60,112,32
2507,Male,56,33,28
2508,Female,19,55,93
2509,Female,36,40,25
2510,Female,21,42,47
2511,Female,23,78,22
2512,Male,66,82,91
2513,Female,54,94,61
2514,Female,45,65,44
2515,Male,47,116,20
2516,Female,24,24,50
2517,Male,26,114,88
2518,Female,42,136,47
2519,Female,50,78,47
2520,Male,18,138,72
2521,Male,68,33,51
2522,Female,23,90,55
2523,Female,35,76,78
2524,Female,27,39,39
2525,Male,45,103,14
2526,Female,28,106,69
2527,Male,50,56,47
2528,Male,18,131,21
2529,Female,30,53,15
2530,Male,54,147,100
2531,Female,37,95,97
2532,Female,18,121,81
2533,Female,69,125,84
2534,Female,20,35,1
2535,Female,35,64,80
2536,Male,58,135,82
2537,Male,31,148,10
2538,Female,48,64,23
2539,Female,44,129,18
2540,Male,34,15,58
2541,Male,63,44,73
2542,Male,46,121,94
2543,Male,53,62,77
2544,Female,54,101,52
2545,Female,43,143,95
2546,Male,34,33,46
2547,Female,39,60,13
2548,Male,42,144,96
2549,Female,19,70,17
2550,Male,39,106,67
2551,Female,22,96,61
2552,Male,21,93,65
2553,Male,53,119,53
2554,Female,23,41,5
2555,Male,69,69,32
2556,Female,38,74,89
2557,Female,30,123,45
2558,Male,54,134,56
2559,Female,42,99,5
2560,Female,43,100,87
2561,Female,56,131,76
2562,Female,37,122,34
2563,Female,50,89,61
2564,Male,31,133,87
2565,Female,53,21,80
2566,Female,34,89,62
2567,Female,38,72,69
2568,Female,63,30,63
2569,Female,33,41,44
2570,Male,63,65,28
2571,Female,33,89,70
2572,Male,37,101,13
2573,Male,46,137,43
2574,Male,45,90,30
2575,Male,25,54,26
2576,Female,41,81,81
2577,Male,20,144,63
2578,Male,42,116,73
2579,Female,36,107,57
2580,Female,50,124,64
2581,Female,19,96,80
2582,Male,32,92,49
2583,Female,39,16,52
2584,Female,27,79,63
2585,Male,35,34,82
2586,Female,39,48,13
2587,Female,63,55,93
2588,Female,66,37,88
2589,Female,44,52,45
2590,Male,30,81,46
2591,Female,50,76,77
2592,Female,22,44,89
2593,Male,43,101,41
2594,Female,30,132,46
2595,Male,44,20,1
2596,Female,31,89,73
2597,Male,41,146,68
2598,Male,20,107,92
2599,Male,64,24,12
2600,Male,68,65,88
2601,Female,66,107,73
2602,Male,47,52,35
2603,Female,52,143,99
2604,Male,65,116,33
2605,Male,31,95,58
2606,Male,29,97,35
2607,Female,45,45,46
2608,Male,61,35,84
2609,Female,46,145,66
2610,Female,60,140,44
2611,Female,34,49,26
2612,Female,57,59,42
2613,Female,66,73,77
2614,Female,38,26,30
2615,Female,40,47,32
2616,Female,37,35,36
2617,Female,28,74,19
2618,Male,51,66,22
2619,Male,27,137,65
2620,Male,27,120,57
2621,Male,60,114,11
2622,Male,23,85,26
2623,Female,53,149,48
2624,Female,41,76,19
2625,Female,29,102,83
2626,Female,60,38,12
2627,Female,40,54,67
2628,Female,44,90,56
2629,Female,62,23,18
2630,Male,54,17,5
2631,Male,23,35,24
2632,Male,18,109,78
2633,Male,23,30,38
2634,Female,67,121,67
2635,Female,39,107,70
2636,Female,58,147,76
2637,Male,41,93,52
2638,Female,42,84,75
2639,Female,32,62,39
2640,Female,43,29,59
2641,Male,25,48,26
2642,Female,68,74,65
2643,Male,41,16,80
2644,Male,65,94,48
2645,Male,55,33,53
2646,Male,23,63,9
2647,Female,52,92,5
2648,Male,59,42,72
2649,Male,18,62,61
2650,Female,63,110,21
2651,Female,53,123,97
2652,Male,29,87,63
2653,Female,55,114,20
2654,Male,28,43,58
2655,Male,29,72,45
2656,Male,59,62,22
2657,Male,67,37,77
2658,Female,56,41,75
2659,Male,24,21,82
2660,Female,28,63,63
2661,Female,53,123,30
2662,Female,69,82,63
2663,Female,48,87,97
2664,Male,50,115,44
2665,Female,30,22,67
2666,Male,35,67,58
2667,Female,58,149,65
2668,Female,41,17,36
2669,Male,26,92,6
2670,Male,48,100,37
2671,Male,58,60,93
2672,Female,27,104,75
2673,Female,19,23,55
2674,Male,55,129,77
2675,Male,32,144,75
2676,Male,20,89,59
2677,Male,60,95,38
2678,Female,48,142,25
2679,Male,23,48,79
2680,Male,20,53,77
2681,Male,28,27,33
2682,Male,32,147,13
2683,Female,62,64,38
2684,Male,69,37,58
2685,Female,45,136,88
2686,Male,27,134,20
2687,Male,55,102,17
2688,Female,64,126,24
2689,Male,67,125,26
2690,Female,67,86,40
2691,Female,24,71,32
2692,Male,32,15,93
2693,Female,35,127,78
2694,Female,35,76,37
2695,Female,69,61,86
2696,Female,58,92,98
2697,Female,41,120,91
2698,Female,19,140,92
2699,Female,57,19,86
2700,Female,37,45,60
2701,Male,51,51,57
2702,Male,60,93,58
2703,Female,43,66,67
2704,Male,24,57,22
2705,Female,55,54,58
2706,Female,47,77,85
2707,Male,59,144,80
2708,Female,22,101,73
2709,Female,28,87,77
2710,Female,18,118,74
2711,Female,51,30,49
2712,Male,18,73,85
2713,Female,36,61,49
2714,Female,19,130,42
2715,Female,38,123,40
2716,Male,37,23,71
2717,Female,40,79,46
2718,Male,38,73,22
2719,Male,41,116,82
2720,Female,21,137,21
2721,Female,29,105,51
2722,Male,39,110,14
2723,Female,37,72,74
2724,Male,35,46,97
2725,Male,18,62,9
2726,Female,47,59,18
2727,Female,50,114,13
2728,Male,41,114,17
2729,Male,31,60,87
2730,Male,53,140,25
2731,Male,22,60,54
2732,Female,28,135,16
2733,Female,41,102,24
2734,Female,48,75,95
2735,Female,30,60,75
2736,Female,33,95,23
2737,Male,41,59,41
2738,Female,30,132,86
2739,Female,41,61,33
2740,Female,43,37,42
2741,Female,19,75,48
2742,Female,33,27,18
2743,Male,55,21,63
2744,Male,63,42,78
2745,Male,18,110,92
2746,Female,66,121,11
2747,Male,28,112,24
2748,Male,68,126,61
2749,Female,52,15,64
2750,Female,60,57,36
2751,Female,46,56,83
2752,Male,54,109,77
2753,Male,34,143,97
2754,Female,56,65,53
2755,Female,59,29,83
2756,Male,45,139,47
2757,Male,46,101,52
2758,Female,60,67,96
2759,Female,20,103,79
2760,Male,69,120,57
2761,Female,27,20,75
2762,Male,59,45,23
2763,Male,31,54,59
2764,Male,29,83,69
2765,Male,64,149,56
2766,Female,59,27,86
2767,Female,47,18,42
2768,Male,49,17,18
2769,Male,49,79,71
2770,Male,59,41,33
2771,Male,49,121,3
2772,Male,43,64,28
2773,Female,68,31,1
2774,Female,18,46,63
2775,Female,59,31,47
2776,Female,19,48,37
2777,Male,34,49,86
2778,Male,47,64,48
2779,Male,56,117,19
2780,Male,24,47,14
2781,Male,69,103,67
2782,Female,44,143,83
2783,Male,26,99,97
2784,Female,39,73,85
2785,Female,51,24,65
2786,Female,63,71,26
2787,Female,66,80,10
2788,Male,18,133,99
2789,Female,26,126,77
2790,Female,37,29,70
2791,Female,36,27,43
2792,Male,53,128,70
2793,Male,57,132,99
2794,Male,62,128,80
2795,Female,21,48,72
2796,Female,26,115,59
2797,Male,58,39,3
2798,Female,39,126,5
2799,Male,35,68,85
2800,Male,29,26,95
2801,Female,59,140,78
2802,Female,60,45,83
2803,Female,56,92,37
2804,Female,26,67,84
2805,Male,23,126,52
2806,Male,36,57,66
2807,Male,65,56,63
2808,Male,64,138,7
2809,Male,24,81,97
2810,Female,33,80,53
2811,Male,22,97,6
2812,Male,33,108,7
2813,Male,18,119,44
2814,Female,68,45,18
2815,Female,54,132,54
2816,Female,56,42,29
2817,Female,36,18,83
2818,Male,54,32,25
2819,Male,34,61,63
2820,Female,43,23,68
2821,Female,39,43,13
2822,Male,25,106,32
2823,Male,50,78,27
2824,Female,19,125,51
2825,Female,47,138,34
2826,Female,64,124,28
2827,Female,37,132,73
2828,Male,35,114,72
2829,Male,60,45,85
2830,Male,27,95,30
2831,Female,41,60,93
2832,Female,21,63,9
2833,Male,54,56,13
2834,Male,21,126,82
2835,Male,30,41,64
2836,Male,42,102,38
2837,Female,30,135,22
2838,Male,35,17,31
2839,Male,41,74,99
2840,Male,19,93,42
2841,Male,65,46,62
2842,Male,50,21,64
2843,Male,36,85,74
2844,Male,26,142,9
2845,Female,45,72,95
2846,Female,52,126,44
2847,Female,56,62,63
2848,Female,27,125,40
2849,Male,18,85,88
2850,Female,59,89,41
2851,Female,38,88,72
2852,Male,26,135,50
2853,Male,64,69,20
2854,Female,32,55,81
2855,Female,52,111,92
2856,Male,22,47,70
2857,Female,58,48,42
2858,Male,39,76,33
2859,Male,58,33,92
2860,Male,40,24,63
2861,Male,24,134,57
2862,Female,40,137,65
2863,Male,61,118,52
2864,Male,42,19,99
2865,Female,44,72,88
2866,Male,58,73,6
2867,Female,23,142,7
2868,Female,51,100,9
2869,Female,26,118,61
2870,Male,66,143,80
2871,Female,50,52,34
2872,Female,68,121,35
2873,Male,23,123,99
2874,Female,54,67,20
2875,Female,48,66,58
2876,Female,51,15,87
2877,Female,58,25,60
2878,Female,46,72,54
2879,Male,31,142,35
2880,Female,53,58,47
2881,Female,53,20,46
2882,Male,32,22,87
2883,Male,25,19,4
2884,Male,43,120,10
2885,Female,53,126,75
2886,Male,65,31,40
2887,Female,38,23,55
2888,Female,45,92,73
2889,Male,21,28,40
2890,Male,33,127,76
2891,Female,39,105,81
2892,Male,29,39,96
2893,Female,33,112,23
2894,Male,68,17,15
2895,Male,57,126,92
2896,Male,55,61,5
2897,Female,59,64,40
2898,Male,54,138,18
2899,Female,46,104,21
2900,Female,35,81,79
2901,Female,27,16,3
2902,Female,59,16,46
2903,Male,56,79,90
2904,Female,35,105,79
2905,Female,18,130,53
2906,Male,56,63,20
2907,Female,38,83,59
2908,Male,18,146,21
2909,Female,32,140,90
2910,Male,21,67,87
2911,Female,37,126,51
2912,Male,27,127,25
2913,Female,40,128,68
2914,Female,58,62,10
2915,Male,51,45,86
2916,Male,63,51,67
2917,Male,65,122,83
2918,Male,50,42,95
2919,Female,51,84,9
2920,Female,56,28,29
2921,Male,27,136,37
2922,Female,37,30,71
2923,Male,18,39,38
2924,Male,30,80,88
2925,Female,18,52,72
2926,Female,22,117,98
2927,Female,33,112,59
2928,Female,32,129,57
2929,Female,66,54,90
2930,Female,45,78,60
2931,Female,48,103,28
2932,Male,40,114,28
2933,Male,65,96,46
2934,Male,62,91,71
2935,Male,60,73,67
2936,Male,34,105,86
2937,Female,66,112,55
2938,Male,51,15,38
2939,Male,30,27,18
2940,Male,31,44,76
2941,Male,28,32,95
2942,Male,45,92,63
2943,Male,59,46,5
2944,Male,49,85,44
2945,Female,52,64,29
2946,Female,48,130,100
2947,Male,34,127,14
2948,Female,64,94,58
2949,Female,26,45,44
2950,Female,27,65,18
2951,Female,25,74,7
2952,Male,38,47,87
2953,Female,30,141,97
2954,Female,67,140,62
2955,Female,22,55,45
2956,Male,23,33,16
2957,Male,47,55,64
2958,Male,48,99,37
2959,Male,34,103,25
2960,Male,28,56,9
2961,Male,37,134,55
2962,Male,65,37,28
2963,Female,26,47,9
2964,Female,19,34,12
2965,Female,54,104,18
2966,Male,18,118,91
2967,Male,21,26,90
2968,Male,53,65,56
2969,Male,42,20,90
2970,Male,20,105,74
2971,Female,26,83,58
2972,Female,39,137,81
2973,Male,40,129,51
2974,Male,29,125,32
2975,Male,27,75,88
2976,Male,51,121,48
2977,Female,60,92,8
2978,Male,27,109,30
2979,Male,47,88,26
2980,Male,39,62,24
2981,Male,23,110,27
2982,Female,67,45,79
2983,Male,19,48,92
2984,Male,47,101,75
2985,Female,19,149,39
2986,Female,49,97,66
2987,Female,59,149,51
2988,Male,33,61,73
2989,Male,29,143,50
2990,Female,18,139,45
2991,Female,25,91,87
2992,Female,65,17,33
2993,Female,67,106,19
2994,Female,30,114,13
2995,Female,32,141,78
2996,Male,61,82,96
2997,Male,25,147,22
2998,Male,27,104,20
2999,Female,63,103,97
3000,Female,22,24,5
3001,Female,67,22,84
3002,Female,36,26,78
3003,Female,64,78,91
3004,Female,55,132,90
3005,Male,28,73,32
3006,Male,60,64,30
3007,Female,37,54,91
3008,Male,37,136,26
3009,Female,38,111,82
3010,Male,35,141,87
3011,Female,67,101,88
3012,Female,27,91,4
3013,Male,51,135,67
3014,Male,43,125,43
3015,Female,47,143,30
3016,Female,26,55,16
3017,Male,63,37,71
3018,Male,68,92,39
3019,Female,48,25,86
3020,Male,59,85,41
3021,Female,21,40,31
3022,Female,23,44,49
3023,Female,31,116,13
3024,Female,21,83,41
3025,Male,43,147,93
3026,Male,64,75,28
3027,Male,65,120,64
3028,Male,56,37,19
3029,Male,34,127,87
3030,Male,36,44,72
3031,Male,68,81,25
3032,Female,66,145,38
3033,Male,23,135,99
3034,Male,46,97,90
3035,Female,28,76,3
3036,Male,33,71,2
3037,Male,47,15,5
3038,Female,42,116,61
3039,Male,57,83,20
3040,Male,28,73,76
3041,Male,24,60,38
3042,Female,43,120,80
3043,Male,39,48,36
3044,Male,42,115,46
3045,Female,36,111,93
3046,Male,48,43,99
3047,Female,43,137,37
3048,Female,59,87,54
3049,Male,58,18,21
3050,Female,53,52,21
3051,Female,40,34,92
3052,Male,64,127,70
3053,Female,30,37,84
3054,Female,42,125,60
3055,Male,19,59,36
3056,Male,19,111,77
3057,Male,33,47,11
3058,Female,26,149,88
3059,Male,45,36,83
3060,Female,30,147,87
3061,Female,52,29,31
3062,Female,58,35,37
3063,Female,30,140,60
3064,Female,48,103,61
3065,Female,38,31,67
3066,Female,49,70,98
3067,Male,51,64,29
3068,Male,25,149,67
3069,Female,58,132,79
3070,Female,65,136,71
3071,Male,19,64,67
3072,Female,55,74,16
3073,Male,49,139,45
3074,Male,57,130,34
3075,Male,45,149,84
3076,Female,54,102,44
3077,Female,58,119,97
3078,Male,18,69,78
3079,Male,58,78,42
3080,Male,27,110,35
3081,Male,21,58,75
3082,Male,52,144,84
3083,Female,27,64,30
3084,Male,64,125,53
3085,Female,28,113,58
3086,Male,31,98,28
3087,Female,55,44,15
3088,Female,29,79,38
3089,Female,62,38,50
3090,Female,34,104,13
3091,Female,33,120,35
3092,Female,52,91,24
3093,Male,19,82,65
3094,Female,28,123,88
3095,Male,58,111,91
3096,Female,20,147,18
3097,Female,46,106,58
3098,Male,35,102,26
3099,Female,37,64,29
3100,Male,64,117,72
3101,Male,31,126,44
3102,Male,51,60,90
3103,Male,66,25,5
3104,Female,48,26,33
3105,Female,57,78,5
3106,Male,59,22,36
3107,Female,35,23,77
3108,Female,47,144,81
3109,Male,42,92,13
3110,Female,36,16,25
3111,Male,25,88,58
3112,Male,45,145,2
3113,Female,25,148,88
3114,Female,48,101,36
3115,Female,20,19,25
3116,Male,20,145,34
3117,Male,61,28,12
3118,Female,39,138,19
3119,Female,34,57,94
3120,Female,53,42,37
3121,Female,34,38,1
3122,Male,31,31,60
3123,Female,68,97,67
3124,Male,26,59,49
3125,Male,47,88,90
3126,Female,38,75,79
3127,Female,29,52,46
3128,Female,54,80,48
3129,Male,49,47,92
3130,Female,28,57,68
3131,Female,37,126,19
3132,Male,52,49,88
3133,Female,64,51,40
3134,Male,63,114,6
3135,Female,28,37,80
3136,Male,69,103,96
3137,Female,25,29,94
3138,Female,21,146,63
3139,Male,44,36,35
3140,Male,61,92,72
3141,Female,57,86,61
3142,Male,55,112,5
3143,Male,64,104,37
3144,Male,47,123,76
3145,Male,61,108,89
3146,Female,65,94,97
3147,Female,65,108,88
3148,Male,44,94,11
3149,Male,38,52,99
3150,Male,69,148,40
3151,Male,37,148,65
3152,Female,21,40,8
3153,Female,28,115,87
3154,Male,30,89,84
3155,Male,26,52,96
3156,Male,21,97,11
3157,Female,29,70,71
3158,Male,26,119,58
3159,Female,30,45,94
3160,Male,65,72,48
3161,Female,43,87,13
3162,Male,55,146,60
3163,Female,59,24,49
3164,Male,30,87,67
3165,Male,56,29,7
3166,Male,45,112,77
3167,Female,36,77,25
3168,Male,41,33,23
3169,Female,36,127,51
3170,Female,66,77,47
3171,Male,30,130,97
3172,Male,30,35,5
3173,Male,45,95,96
3174,Female,19,80,94
3175,Male,27,79,95
3176,Female,39,57,13
3177,Female,30,71,42
3178,Male,26,51,5
3179,Male,50,134,23
3180,Male,31,83,62
3181,Male,65,70,1
3182,Male,37,133,74
3183,Male,32,69,91
3184,Female,49,52,54
3185,Female,50,29,72
3186,Female,34,91,3
3187,Male,41,67,83
3188,Female,47,21,64
3189,Female,30,69,51
3190,Female,64,66,2
3191,Female,65,18,49
3192,Female,33,57,31
3193,Male,19,54,74
3194,Male,34,135,80
3195,Female,49,44,84
3196,Female,60,117,3
3197,Female,25,21,35
3198,Male,69,123,98
3199,Male,20,34,85
3200,Female,29,63,36
3201,Male,37,110,64
3202,Male,33,73,32
3203,Female,31,104,18
3204,Male,33,40,34
3205,Male,66,50,56
3206,Female,60,140,67
3207,Male,66,57,53
3208,Male,68,113,67
3209,Female,50,47,91
3210,Male,47,114,66
3211,Male,29,111,64
3212,Female,32,59,67
3213,Female,35,102,81
3214,Female,45,109,39
3215,Male,40,31,38
3216,Female,31,36,40
3217,Male,47,104,19
3218,Female,50,92,83
3219,Male,62,128,5
3220,Female,32,82,69
3221,Female,24,124,14
3222,Female,32,139,91
3223,Female,69,71,49
3224,Male,59,69,64
3225,Female,63,96,100
3226,Female,55,121,57
3227,Male,63,116,35
3228,Female,61,125,85
3229,Male,28,121,5
3230,Female,46,116,88
3231,Female,48,17,39
3232,Female,42,39,24
3233,Male,69,89,40
3234,Female,41,75,50
3235,Female,36,137,77
3236,Female,19,69,58
3237,Male,39,53,1
3238,Male,37,97,43
3239,Female,50,48,39
3240,Male,25,127,10
3241,Female,42,41,2
3242,Female,63,45,63
3243,Female,26,97,16
3244,Female,51,24,37
3245,Female,40,54,16
3246,Female,22,68,87
3247,Female,42,149,90
3248,Male,25,18,80
3249,Male,33,20,27
3250,Male,65,87,63
3251,Male,62,72,94
3252,Male,69,91,64
3253,Male,32,33,97
3254,Male,18,76,32
3255,Female,39,85,9
3256,Female,20,39,11
3257,Female,55,141,70
3258,Female,31,72,30
3259,Male,53,134,15
3260,Male,35,125,59
3261,Female,64,90,48
3262,Female,58,84,94
3263,Male,35,80,82
3264,Female,20,134,76
3265,Female,27,101,60
3266,Female,66,136,68
3267,Female,56,63,57
3268,Male,64,62,64
3269,Female,18,129,54
3270,Female,44,101,80
3271,Male,44,21,87
3272,Male,28,91,75
3273,Female,66,135,54
3274,Male,22,138,59
3275,Female,24,139,88
3276,Female,36,26,86
3277,Male,46,85,39
3278,Female,32,15,15
3279,Female,52,133,79
3280,Female,64,125,74
3281,Female,54,78,28
3282,Male,29,57,36
3283,Male,47,55,54
3284,Female,37,129,17
3285,Male,54,53,100
3286,Female,20,15,86
3287,Female,26,55,87
3288,Female,58,102,93
3289,Female,56,112,22
3290,Female,43,102,75
3291,Male,19,93,36
3292,Female,40,85,29
3293,Male,40,113,55
3294,Male,38,101,42
3295,Female,33,15,32
3296,Female,26,126,14
3297,Female,30,88,18
3298,Female,45,79,38
3299,Female,44,83,34
3300,Male,68,81,45
3301,Female,69,64,87
3302,Female,34,72,32
3303,Male,55,67,67
3304,Male,53,105,63
3305,Female,18,129,55
3306,Male,35,132,43
3307,Female,68,71,22
3308,Male,26,100,87
3309,Male,30,32,68
3310,Female,57,30,77
3311,Male,62,144,96
3312,Male,32,27,29
3313,Male,60,94,40
3314,Male,61,57,45
3315,Male,63,68,10
3316,Male,21,87,77
3317,Female,50,62,45
3318,Female,41,32,17
3319,Male,53,25,2
3320,Female,68,98,17
3321,Female,58,33,90
3322,Female,27,114,38
3323,Male,53,130,37
3324,Female,37,104,63
3325,Male,58,88,5
3326,Female,62,38,25
3327,Male,61,27,73
3328,Male,28,139,92
3329,Female,29,130,22
3330,Female,35,85,93
3331,Male,47,140,63
3332,Female,61,133,35
3333,Female,65,105,55
3334,Female,54,99,20
3335,Male,37,122,5
3336,Male,42,141,39
3337,Female,29,135,63
3338,Female,38,143,32
3339,Female,42,20,63
3340,Male,28,92,74
3341,Male,26,52,40
3342,Female,67,130,17
3343,Female,42,116,79
3344,Female,52,22,73
3345,Female,69,92,32
3346,Female,49,126,23
3347,Female,66,69,75
3348,Male,31,62,60
3349,Female,18,102,77
3350,Male,34,24,82
3351,Female,42,66,56
3352,Female,25,48,9
3353,Male,22,75,69
3354,Male,22,93,62
3355,Male,58,32,64
3356,Male,52,85,22
3357,Female,36,100,32
3358,Male,40,46,47
3359,Female,26,57,2
3360,Male,47,97,85
3361,Female,67,83,92
3362,Female,33,64,52
3363,Female,50,26,88
3364,Female,19,99,88
3365,Female,31,137,14
3366,Female,63,72,37
3367,Male,18,97,27
3368,Female,43,126,24
3369,Male,42,142,64
3370,Male,33,50,70
3371,Female,32,68,26
3372,Male,43,61,54
3373,Female,64,129,15
3374,Male,61,138,29
3375,Female,33,110,100
3376,Male,31,121,74
3377,Female,46,134,28
3378,Female,41,115,59
3379,Female,64,117,73
3380,Female,32,46,21
3381,Male,36,80,10
3382,Female,25,25,4
3383,Male,51,51,62
3384,Male,19,116,4
3385,Male,44,63,6
3386,Female,27,33,90
3387,Male,52,21,80
3388,Male,40,147,72
3389,Male,66,56,92
3390,Female,25,102,16
3391,Female,45,149,38
3392,Male,40,25,49
3393,Female,21,55,61
3394,Female,31,17,65
3395,Male,59,54,83
3396,Male,46,65,50
3397,Female,18,46,17
3398,Male,21,62,28
3399,Female,49,85,44
3400,Female,50,103,12
3401,Female,66,123,70
3402,Female,43,49,71
3403,Female,34,122,72
3404,Female,56,54,3
3405,Male,40,66,49
3406,Male,49,126,21
3407,Female,69,53,8
3408,Female,32,82,64
3409,Female,30,90,92
3410,Male,19,79,59
3411,Female,36,76,30
3412,Male,41,16,32
3413,Female,62,148,75
3414,Female,41,136,20
3415,Male,28,89,16
3416,Male,39,54,25
3417,Female,32,103,60
3418,Female,27,42,45
3419,Female,58,94,9
3420,Male,44,77,51
3421,Male,26,55,61
3422,Male,69,43,40
3423,Male,45,37,61
3424,Male,18,94,67
3425,Male,34,65,80
3426,Female,48,126,76
3427,Female,61,119,15
3428,Male,27,59,53
3429,Female,54,104,4
3430,Female,46,149,23
3431,Male,35,103,27
3432,Female,64,29,37
3433,Male,55,91,77
3434,Male,56,120,43
3435,Female,66,104,37
3436,Male,23,101,85
3437,Male,57,75,29
3438,Male,29,122,29
3439,Male,31,75,49
3440,Male,61,65,75
3441,Male,27,26,51
3442,Male,37,91,50
3443,Male,32,126,28
3444,Female,48,80,74
3445,Female,24,129,5
3446,Female,58,44,56
3447,Male,27,119,64
3448,Male,27,45,89
3449,Female,65,27,97
3450,Female,56,142,17
3451,Female,45,115,97
3452,Male,47,81,89
3453,Female,54,94,97
3454,Female,20,117,55
3455,Male,67,33,9
3456,Female,60,46,91
3457,Male,32,79,89
3458,Male,38,41,68
3459,Male,69,61,73
3460,Female,54,26,79
3461,Female,29,99,16
3462,Male,21,80,16
3463,Female,64,147,13
3464,Female,26,124,78
3465,Female,56,96,86
3466,Female,59,139,85
3467,Male,45,77,73
3468,Female,40,86,63
3469,Male,62,112,41
3470,Male,57,87,53
3471,Female,61,85,68
3472,Male,39,44,74
3473,Female,41,139,99
3474,Female,68,30,9
3475,Male,43,147,51
3476,Male,47,61,48
3477,Male,50,115,80
3478,Male,33,121,49
3479,Female,39,140,18
3480,Female,66,36,10
3481,Female,67,97,85
3482,Male,60,74,54
3483,Male,35,72,79
3484,Male,24,17,15
3485,Female,67,59,11
3486,Male,43,64,40
3487,Female,25,16,47
3488,Male,23,29,20
3489,Female,47,110,98
3490,Female,56,99,22
3491,Male,40,125,48
3492,Male,49,37,82
3493,Female,39,113,16
3494,Female,59,51,5
3495,Male,60,121,65
3496,Male,62,55,83
3497,Female,26,71,74
3498,Male,48,111,21
3499,Female,24,39,61
3500,Female,26,124,77
3501,Male,30,51,55
3502,Male,20,54,24
3503,Male,52,99,23
3504,Male,50,60,87
3505,Male,38,116,11
3506,Female,48,112,47
3507,Female,69,33,2
3508,Male,51,105,70
3509,Male,49,83,53
3510,Male,52,19,11
3511,Female,32,62,15
3512,Male,49,126,73
3513,Male,23,32,12
3514,Female,62,45,36
3515,Female,38,143,92
3516,Male,50,145,23
3517,Male,49,39,27
3518,Male,69,22,88
3519,Female,36,76,14
3520,Male,50,149,54
3521,Male,45,21,99
3522,Male,48,33,27
3523,Female,38,125,21
3524,Female,51,25,49
3525,Male,32,55,62
3526,Male,31,128,77
3527,Female,36,106,72
3528,Female,60,89,44
3529,Female,32,81,44
3530,Female,23,19,98
3531,Female,69,130,61
3532,Female,26,132,42
3533,Female,54,25,23
3534,Female,37,58,73
3535,Female,51,91,1
3536,Male,55,132,36
3537,Male,43,130,55
3538,Male,35,81,16
3539,Female,45,27,89
3540,Male,68,106,18
3541,Female,26,25,98
3542,Female,49,99,38
3543,Male,23,99,67
3544,Female,31,149,20
3545,Male,45,31,19
3546,Male,41,62,13
3547,Male,30,111,17
3548,Female,60,89,78
3549,Male,29,91,30
3550,Female,68,142,86
3551,Male,36,51,43
3552,Male,38,44,48
3553,Male,44,61,43
3554,Female,36,149,93
3555,Female,41,62,66
3556,Female,43,148,53
3557,Male,62,48,72
3558,Male,45,115,78
3559,Female,63,60,34
3560,Female,35,84,77
3561,Female,61,38,74
3562,Female,53,81,72
3563,Female,59,18,71
3564,Female,46,15,13
3565,Male,34,48,90
3566,Female,21,123,56
3567,Male,61,23,59
3568,Male,62,77,32
3569,Female,46,24,83
3570,Female,21,58,79
3571,Male,27,132,54
3572,Female,42,20,2
3573,Female,48,135,37
3574,Male,20,109,83
3575,Male,64,125,97
3576,Male,19,119,33
3577,Female,42,78,1
3578,Male,66,85,28
3579,Female,23,118,17
3580,Male,43,103,57
3581,Male,25,20,70
3582,Male,52,124,52
3583,Female,44,126,44
3584,Female,42,141,84
3585,Male,35,77,47
3586,Male,18,32,13
3587,Male,65,91,76
3588,Female,56,117,30
3589,Male,20,131,85
3590,Female,21,31,66
3591,Male,58,28,53
3592,Male,54,71,18
3593,Male,68,107,28
3594,Male,32,148,4
3595,Male,25,128,42
3596,Male,55,146,6
